2026-03-12 16:47:03.349 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Favorite status updated — entryId: [10], isFavorite: [false]
2026-03-12 16:47:03.353 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Adding vault entry — userId: [1], accountName: [Gmail]
2026-03-12 16:47:03.353 [main] WARN  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Vault entry rejected — password too short (length: 3)
2026-03-12 16:47:03.360 [main] ERROR com.revpasswordmanager.serviceimpl.VaultServiceImpl - Decryption failed for entryId: [null] — returning raw value
2026-03-12 16:47:03.362 [main] ERROR com.revpasswordmanager.serviceimpl.VaultServiceImpl - Decryption failed for entryId: [null] — returning raw value
2026-03-12 16:47:03.362 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Returned [2] vault entries for userId: [1]
2026-03-12 16:47:03.369 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Adding vault entry — userId: [1], accountName: [Gmail]
2026-03-12 16:47:03.370 [main] WARN  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Duplicate vault entry blocked — userId: [1], account: [Gmail], username: [john@gmail.com]
2026-03-12 16:47:03.376 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Updating favorite status — entryId: [999], favorite: [true]
2026-03-12 16:47:03.377 [main] ERROR com.revpasswordmanager.serviceimpl.VaultServiceImpl - Favorite update failed — entry not found: [999]
2026-03-12 16:47:03.382 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Returned [0] vault entries for userId: [99]
2026-03-12 16:47:03.391 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Adding vault entry — userId: [1], accountName: [Gmail]
2026-03-12 16:47:03.391 [main] WARN  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Vault entry rejected — password is empty
2026-03-12 16:47:03.397 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Updating favorite status — entryId: [10], favorite: [true]
2026-03-12 16:47:03.399 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Favorite status updated — entryId: [10], isFavorite: [true]
2026-03-12 16:47:03.409 [main] ERROR com.revpasswordmanager.serviceimpl.VaultServiceImpl - Decryption failed for entryId: [null] — returning raw value
2026-03-12 16:47:03.410 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Returned [1] favorite entries for userId: [1]
2026-03-12 16:47:03.415 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Deleting vault entry — entryId: [10]
2026-03-12 16:47:03.416 [main] INFO  com.revpasswordmanager.serviceimpl.VaultServiceImpl - Vault entry deleted — entryId: [10]
